Serial_Number;Shift;PCB_Mainboard_Supplier;PCB_Batch_ID;LCD_Panel_Supplier;LCD_Batch_ID;Cable_Harness_Supplier;Cable_Batch_ID;Battery_Pack_Supplier;Housing_Case_Supplier;Thermal_Paste_Type;Ambient_Temp_C;Relative_Humidity;Air_Pressure_hPa;Particulate_PM2.5;Particulate_PM10;Screw_Torque_Nm;Screw_Count_OK;Glue_Dispense_Weight_mg;Housing_Gap_Check_mm;Soldering_Station_ID;Soldering_Temp_Set_C;Soldering_Temp_Real_C;Soldering_Time_s;Soldering_Tip_Age_Cycles;Flux_Usage_mg;Smoke_Extractor_Flow_m3h;Boot_Time_s;Standby_Current_mA;Max_Load_Current_A;Battery_Charge_Rate_A;Screen_Brightness_Nits;Dead_Pixel_Count;Touch_Response_ms;WiFi_Signal_dBm;Audio_Output_dB;Probe_Connector_Impedance_Ohm;Internal_QC_Status;Warranty_Claim;Claim_Type;Repair_Cost_USD;Firmware_Version
SN-2025-0249;Afternoon;Intel;PCB-I-2024-X;LG;LCD-L-503;WireTech;CBL-2025-165;Panasonic;Plast-Pro;Arctic-5;23.1;62.7;996;24.4;12.7;0.93;12;158.7;0.194;Sold_02;250;249.2;3.0;4299;10.0;47.6;14.47;40.6;2.17;1.09;432;1;6.79;-42.4;71.3;49.61;Pass;No;;0.0;v2.2
SN-2023-0001;Afternoon;Nvidia;PCB-N-2022-Y;LG;LCD-L-382;FlexConnect;CBL-2022-152;Panasonic;Plast-Pro;CoolM-2;22.8;39.6;1026;18.9;11.3;1.0;12;187.7;0.196;Sold_02;250;253.8;2.63;3388;14.3;49.7;12.76;48.1;2.25;1.07;413;0;5.09;-46.2;70.2;49.81;Pass;No;;0.0;v2.2
SN-2025-0028;Morning;Intel;PCB-I-2025-C;LG;LCD-L-448;Cables-X;CBL-2025-121;Panasonic;Plast-Pro;Arctic-5;21.3;62.8;1025;7.2;26.3;0.85;12;185.9;0.083;Sold_01;250;251.9;4.04;3996;11.2;47.9;13.62;45.8;2.16;1.08;375;0;9.04;-48.1;72.1;49.87;Pass;No;;0.0;v2.1
SN-2024-0414;Afternoon;Intel;PCB-I-2024-B;LG;LCD-L-879;Cables-X;CBL-2024-746;LG Chem;Plast-Pro;CoolM-2;23.3;53.5;1018;17.5;39.3;1.18;12;154.4;0.073;Sold_01;250;249.1;3.87;3189;10.4;52.0;13.1;56.5;2.4;1.01;418;2;7.43;-58.1;72.4;49.54;Pass;No;;0.0;v2.2
SN-2024-0421;Morning;Nvidia;PCB-N-2024-X;Sharp;LCD-S-323;Cables-X;CBL-2023-512;Panasonic;MoldMaster;CoolM-2;21.5;39.4;1010;17.9;13.5;1.13;12;175.0;0.128;Sold_02;250;254.3;6.32;1769;11.8;46.7;12.07;41.4;2.1;1.01;444;0;9.68;-56.3;70.3;50.37;Pass;Yes;Burnt LCD Cable;2112.0;v2.1
SN-2024-0555;Afternoon;AMD;PCB-A-2024-C;LG;LCD-L-633;Cables-X;CBL-2024-011;LG Chem;Plast-Pro;Arctic-5;25.8;56.1;999;20.0;12.0;0.85;12;192.0;0.086;Sold_02;250;250.2;3.86;664;13.9;45.5;13.77;50.2;2.28;1.05;442;0;8.46;-44.4;71.4;50.49;Pass;No;;0.0;v2.2
SN-2023-0083;Morning;Intel;PCB-I-2023-X;Samsung;LCD-S-509;WireTech;CBL-2022-042;LG Chem;MoldMaster;CoolM-2;25.4;50.6;1001;10.9;18.8;0.82;12;152.1;0.182;Sold_01;250;253.9;4.12;389;10.5;53.2;14.79;45.9;2.16;1.08;394;0;6.48;-44.3;72.9;50.36;Pass;No;;0.0;v2.2
SN-2024-0618;Morning;Intel;PCB-I-2023-A;LG;LCD-L-289;Cables-X;CBL-2024-450;LG Chem;Plast-Pro;CoolM-2;22.1;64.7;1024;11.2;32.7;0.82;12;168.2;0.161;Sold_01;250;253.2;5.46;81;13.0;54.5;13.82;46.2;2.4;1.07;350;1;5.23;-43.4;72.1;50.02;Pass;Yes;Burnt LCD Cable;2112.0;v2.1
SN-2023-0677;Afternoon;Intel;PCB-I-2023-X;LG;LCD-L-244;Cables-X;CBL-2022-142;LG Chem;MoldMaster;Arctic-5;24.7;48.8;998;16.5;32.1;1.17;12;183.6;0.165;Sold_01;250;249.2;3.56;721;12.0;50.7;12.91;47.3;2.3;1.01;359;1;9.56;-58.9;71.9;50.14;Pass;No;;0.0;v2.1
SN-2025-0584;Afternoon;Intel;PCB-I-2025-A;LG;LCD-L-148;FlexConnect;CBL-2025-248;Panasonic;MoldMaster;CoolM-2;23.4;64.4;1004;10.4;34.8;1.04;12;179.9;0.198;Sold_01;250;251.0;3.59;2000;10.3;51.1;12.27;56.6;2.37;1.1;397;0;5.3;-48.4;70.5;49.6;Pass;No;;0.0;v2.1
SN-2024-0359;Afternoon;Intel;PCB-I-2024-X;LG;LCD-L-244;Cables-X;CBL-2023-142;LG Chem;MoldMaster;Arctic-5;24.7;48.8;998;16.5;32.1;1.17;12;183.6;0.165;Sold_01;250;249.2;3.56;721;12.0;50.7;12.91;47.3;2.3;1.01;359;1;9.56;-58.9;71.9;50.14;Pass;No;;0.0;v2.1
SN-2024-0083;Afternoon;Nvidia;PCB-N-2024-X;Sharp;LCD-S-700;Cables-X;CBL-2024-245;Panasonic;MoldMaster;CoolM-2;22.2;39.5;1030;7.2;20.7;1.01;12;189.5;0.088;Sold_02;250;252.4;2.74;4927;10.4;45.1;13.2;41.0;2.21;1.01;402;0;5.77;-42.4;74.6;49.71;Pass;No;;0.0;v2.1
SN-2024-0544;Afternoon;Intel;PCB-I-2023-X;Samsung;LCD-S-643;Cables-X;CBL-2023-097;Panasonic;MoldMaster;CoolM-2;23.4;45.2;1007;7.6;14.4;0.83;12;186.1;0.083;Sold_01;250;250.2;3.0;2717;11.9;53.4;12.27;48.7;2.23;1.06;362;1;5.17;-49.1;72.7;49.64;Pass;No;;0.0;v2.1
SN-2025-0598;Afternoon;AMD;PCB-A-2024-Y;Sharp;LCD-S-738;FlexConnect;CBL-2025-235;Panasonic;Plast-Pro;CoolM-2;24.6;48.6;1018;6.8;29.2;0.86;12;179.0;0.129;Sold_02;250;250.1;3.74;3732;11.6;46.7;13.95;41.1;2.38;1.01;361;0;8.23;-48.8;74.5;50.04;Pass;No;;0.0;v2.1
SN-2025-0237;Afternoon;AMD;PCB-A-2025-C;LG;LCD-L-593;WireTech;CBL-2025-089;LG Chem;MoldMaster;CoolM-2;25.4;53.4;1018;10.9;11.1;1.19;12;150.2;0.176;Sold_01;250;250.4;4.63;4616;14.9;47.9;14.71;55.4;2.13;1.04;352;0;5.61;-49.4;73.4;49.61;Pass;No;;0.0;v2.2
SN-2025-0145;Morning;Intel;PCB-I-2025-X;Sharp;LCD-S-589;WireTech;CBL-2024-285;Panasonic;MoldMaster;CoolM-2;23.9;35.8;1018;24.2;39.1;1.04;12;174.4;0.139;Sold_01;250;252.4;3.35;390;10.1;49.5;13.0;41.0;2.33;1.05;368;0;8.92;-49.7;74.5;49.52;Pass;No;;0.0;v2.1
SN-2023-0405;Morning;AMD;PCB-A-2022-Y;Sharp;LCD-S-538;WireTech;CBL-2022-946;LG Chem;Plast-Pro;Arctic-5;22.3;45.6;997;11.5;13.9;1.14;12;159.6;0.09;Sold_01;250;249.8;2.88;3211;12.2;53.6;13.22;50.4;2.14;1.07;352;0;8.3;-48.9;73.0;50.47;Pass;No;;0.0;v2.2
SN-2025-0387;Morning;Nvidia;PCB-N-2024-Y;Sharp;LCD-S-161;WireTech;CBL-2024-023;Panasonic;Plast-Pro;CoolM-2;23.0;42.1;1002;21.1;29.9;1.04;12;158.0;0.199;Sold_01;250;252.1;4.25;3492;11.7;47.5;12.35;58.2;2.36;1.05;355;1;6.76;-47.4;70.4;50.15;Pass;No;;0.0;v2.1
SN-2024-0628;Afternoon;Intel;PCB-I-2023-X;Sharp;LCD-S-253;WireTech;CBL-2023-423;LG Chem;MoldMaster;CoolM-2;21.3;60.8;1014;9.0;19.8;1.16;12;167.1;0.115;Sold_01;250;249.7;4.37;1597;10.7;48.4;12.51;50.0;2.2;1.1;359;0;8.28;-44.5;70.2;50.31;Pass;No;;0.0;v2.2
SN-2024-0670;Morning;Intel;PCB-I-2023-Y;Samsung;LCD-S-457;Cables-X;CBL-2024-284;LG Chem;Plast-Pro;Arctic-5;22.3;63.5;998;7.9;31.0;1.09;12;157.0;0.195;Sold_02;250;248.5;3.21;4318;14.4;46.9;13.45;43.5;2.39;1.07;394;1;8.49;-47.7;73.6;50.5;Pass;No;;0.0;v2.2
SN-2023-0105;Afternoon;Intel;PCB-I-2022-A;Samsung;LCD-S-878;Cables-X;CBL-2023-915;Panasonic;MoldMaster;CoolM-2;25.3;55.8;1029;24.1;15.4;1.13;12;193.6;0.06;Sold_01;250;252.3;2.75;4618;12.2;45.7;13.24;51.9;2.34;1.03;420;0;8.17;-49.4;72.0;50.13;Pass;No;;0.0;v2.1
SN-2024-0001;Afternoon;AMD;PCB-A-2024-B;LG;LCD-L-549;Cables-X;CBL-2024-433;Panasonic;Plast-Pro;Arctic-5;24.1;52.7;1029;10.5;17.9;1.16;12;172.4;0.107;Sold_01;250;254.7;2.93;1567;12.0;54.1;13.86;51.8;2.25;1.05;424;0;7.71;-45.2;72.9;50.2;Pass;No;;0.0;v2.1
SN-2024-0635;Afternoon;Intel;PCB-I-2023-B;LG;LCD-L-760;WireTech;CBL-2023-089;Panasonic;MoldMaster;Arctic-5;25.0;36.8;991;12.3;10.0;1.0;12;181.6;0.137;Sold_02;250;253.1;4.73;34;12.7;45.9;13.45;50.3;2.37;1.04;447;2;5.78;-51.4;70.7;49.59;Pass;No;;0.0;v2.2
SN-2024-0139;Afternoon;Intel;PCB-I-2023-B;Sharp;LCD-S-774;FlexConnect;CBL-2023-897;LG Chem;MoldMaster;CoolM-2;25.3;44.9;1030;18.5;27.1;1.1;12;178.5;0.099;Sold_01;250;251.8;2.68;3066;14.6;53.0;13.48;59.0;2.1;1.08;393;0;6.99;-53.8;70.8;50.18;Pass;No;;0.0;v2.2
SN-2023-0063;Afternoon;Intel;PCB-I-2023-C;Samsung;LCD-S-991;WireTech;CBL-2022-344;Panasonic;Plast-Pro;Arctic-5;22.7;37.6;1010;19.0;12.2;0.96;12;199.2;0.17;Sold_02;250;248.3;4.29;2702;10.9;53.3;14.02;45.3;2.12;1.03;399;2;6.88;-53.2;70.9;49.64;Pass;No;;0.0;v2.2
SN-2024-0165;Afternoon;AMD;PCB-A-2024-Y;Samsung;LCD-S-631;Cables-X;CBL-2023-133;Panasonic;MoldMaster;Arctic-5;21.6;53.0;1007;16.5;23.4;1.17;12;153.6;0.102;Sold_01;250;252.0;2.75;4438;12.9;45.9;13.3;43.6;2.16;1.05;421;0;6.27;-56.9;74.0;49.58;Pass;No;;0.0;v2.1
SN-2025-0005;Afternoon;Intel;PCB-I-2024-Y;Sharp;LCD-S-794;FlexConnect;CBL-2025-986;LG Chem;Plast-Pro;Arctic-5;22.4;43.0;1014;19.0;36.1;1.07;12;166.4;0.074;Sold_02;250;248.0;4.42;2964;13.0;47.9;12.51;46.7;2.19;1.07;371;0;8.2;-59.9;74.3;50.35;Pass;No;;0.0;v2.2
SN-2023-0224;Afternoon;Nvidia;PCB-N-2022-B;LG;LCD-L-656;WireTech;CBL-2022-476;LG Chem;MoldMaster;CoolM-2;21.5;60.7;1016;8.8;23.0;0.95;12;159.3;0.182;Sold_02;250;253.4;4.42;889;10.3;45.7;14.19;51.1;2.32;1.08;358;0;9.24;-59.2;70.9;49.77;Pass;No;;0.0;v2.1
SN-2023-0146;Afternoon;Nvidia;PCB-N-2022-A;Samsung;LCD-S-207;FlexConnect;CBL-2023-324;Panasonic;MoldMaster;CoolM-2;24.7;62.8;1004;17.5;30.5;0.86;12;164.4;0.071;Sold_02;250;250.2;4.36;1556;13.7;47.8;13.01;45.0;2.33;1.07;351;2;7.05;-41.6;73.1;49.54;Pass;No;;0.0;v2.1
SN-2024-0401;Afternoon;Nvidia;PCB-N-2023-B;LG;LCD-L-545;Cables-X;CBL-2024-366;LG Chem;Plast-Pro;CoolM-2;21.8;63.5;999;21.5;25.9;1.11;12;197.9;0.107;Sold_01;250;254.8;3.8;255;12.1;53.3;14.43;50.2;2.33;1.09;384;0;9.24;-44.1;70.1;50.36;Pass;No;;0.0;v2.1
SN-2023-0374;Afternoon;AMD;PCB-A-2023-Y;Sharp;LCD-S-264;WireTech;CBL-2022-641;Panasonic;Plast-Pro;Arctic-5;22.4;36.3;1022;8.9;10.6;1.18;12;173.7;0.115;Sold_01;250;252.2;3.93;669;11.9;54.6;14.45;52.8;2.27;1.06;366;0;8.01;-47.5;70.2;50.22;Pass;No;;0.0;v2.1
SN-2025-0378;Morning;AMD;PCB-A-2024-B;Sharp;LCD-S-392;Cables-X;CBL-2024-888;Panasonic;Plast-Pro;CoolM-2;21.9;47.2;1030;8.0;16.6;1.12;12;152.6;0.103;Sold_02;250;249.2;4.27;1580;12.3;54.4;12.41;55.5;2.27;1.1;401;0;7.17;-50.6;73.0;49.9;Pass;No;;0.0;v2.2
SN-2024-0455;Afternoon;Intel;PCB-I-2024-C;LG;LCD-L-983;Cables-X;CBL-2024-367;Panasonic;MoldMaster;Arctic-5;23.8;41.1;1024;19.0;39.0;1.05;12;178.7;0.134;Sold_01;250;253.5;4.32;3080;13.5;48.9;13.55;46.4;2.27;1.01;356;0;9.25;-56.9;72.6;49.82;Rework;No;;0.0;v2.2
SN-2025-0487;Afternoon;Nvidia;PCB-N-2024-A;Samsung;LCD-S-735;FlexConnect;CBL-2024-676;Panasonic;MoldMaster;Arctic-5;21.1;54.7;1014;16.9;13.7;1.08;12;172.1;0.16;Sold_02;250;254.8;4.28;2534;11.5;48.6;12.72;57.2;2.18;1.06;361;0;9.46;-43.7;70.3;50.3;Pass;No;;0.0;v2.2
SN-2025-0151;Afternoon;Nvidia;PCB-N-2025-A;LG;LCD-L-615;Cables-X;CBL-2024-536;LG Chem;MoldMaster;CoolM-2;23.5;47.7;1030;21.2;31.8;0.83;12;168.4;0.156;Sold_02;250;254.4;4.37;3849;13.7;47.5;12.59;50.2;2.14;1.06;382;0;5.19;-59.1;74.4;50.18;Pass;No;;0.0;v2.1
SN-2025-0258;Afternoon;Intel;PCB-I-2024-C;Samsung;LCD-S-841;FlexConnect;CBL-2025-337;Panasonic;MoldMaster;CoolM-2;23.1;50.4;1018;15.4;10.1;0.84;12;152.4;0.194;Sold_01;250;249.0;3.81;4753;13.4;52.4;12.17;45.2;2.32;1.05;419;0;5.33;-53.6;70.0;50.15;Pass;No;;0.0;v2.1
SN-2024-0600;Afternoon;Intel;PCB-I-2023-X;Sharp;LCD-S-835;WireTech;CBL-2023-119;LG Chem;Plast-Pro;Arctic-5;25.0;47.0;1002;7.0;10.7;1.12;12;175.0;0.101;Sold_02;250;250.6;3.61;137;10.6;47.5;14.5;55.4;2.19;1.06;450;0;7.11;-43.4;73.9;49.67;Pass;No;;0.0;v2.1
SN-2023-0010;Afternoon;Intel;PCB-I-2023-X;Sharp;LCD-S-936;FlexConnect;CBL-2022-770;LG Chem;MoldMaster;CoolM-2;21.9;41.6;1000;16.4;11.8;0.94;12;182.7;0.104;Sold_01;250;254.1;4.23;1364;11.5;52.7;12.55;41.8;2.27;1.05;395;0;6.8;-53.2;70.2;50.46;Pass;No;;0.0;v2.2
SN-2023-0450;Morning;AMD;PCB-A-2023-A;Sharp;LCD-S-648;FlexConnect;CBL-2022-489;Panasonic;Plast-Pro;Arctic-5;23.9;59.9;1018;14.5;34.5;0.96;12;189.2;0.103;Sold_02;250;251.5;3.17;2191;10.5;49.9;12.56;59.2;2.34;1.1;423;0;8.64;-55.5;72.8;50.17;Pass;No;;0.0;v2.2
SN-2024-0021;Morning;Intel;PCB-I-2023-A;LG;LCD-L-549;Cables-X;CBL-2024-703;Panasonic;MoldMaster;CoolM-2;23.0;39.2;1019;18.2;21.8;1.18;12;198.2;0.085;Sold_02;250;249.6;3.88;4404;14.5;49.9;14.06;59.2;2.36;1.05;367;0;8.49;-57.7;74.2;50.29;Pass;No;;0.0;v2.1
SN-2023-0256;Afternoon;Nvidia;PCB-N-2022-B;Samsung;LCD-S-989;Cables-X;CBL-2022-107;LG Chem;MoldMaster;CoolM-2;25.4;57.9;1001;8.1;33.6;1.06;12;170.3;0.145;Sold_01;250;249.7;3.94;425;11.3;53.8;14.64;49.0;2.13;1.07;395;0;5.86;-53.6;71.4;50.25;Pass;No;;0.0;v2.1
SN-2024-0195;Morning;AMD;PCB-A-2023-X;Sharp;LCD-S-940;WireTech;CBL-2023-766;LG Chem;Plast-Pro;CoolM-2;22.7;38.1;1011;8.2;28.9;1.19;12;160.3;0.188;Sold_02;250;251.5;3.96;4946;10.6;48.4;13.73;41.9;2.35;1.04;395;2;7.54;-42.4;71.4;50.38;Pass;No;;0.0;v2.2
SN-2023-0390;Afternoon;Nvidia;PCB-N-2022-B;Sharp;LCD-S-785;FlexConnect;CBL-2022-868;LG Chem;Plast-Pro;CoolM-2;21.9;45.9;994;22.3;25.3;1.12;12;159.3;0.097;Sold_02;250;253.1;3.33;1311;13.9;54.1;12.52;53.3;2.34;1.03;427;0;7.5;-59.3;70.1;49.77;Pass;No;;0.0;v2.1
SN-2024-0221;Afternoon;Intel;PCB-I-2024-B;Samsung;LCD-S-647;Cables-X;CBL-2024-874;LG Chem;Plast-Pro;Arctic-5;21.4;45.0;1015;8.7;12.2;1.19;12;161.3;0.147;Sold_01;250;251.7;6.21;3072;11.9;54.8;12.33;49.5;2.28;1.03;401;2;9.91;-55.7;72.6;50.12;Pass;Yes;Burnt LCD Cable;2112.0;v2.1
SN-2024-0237;Afternoon;Nvidia;PCB-N-2023-A;Samsung;LCD-S-205;FlexConnect;CBL-2023-825;LG Chem;Plast-Pro;Arctic-5;25.4;57.7;1002;10.5;21.6;1.08;12;186.1;0.106;Sold_02;250;253.0;4.56;1125;13.9;51.4;12.31;50.5;2.2;1.05;421;0;7.54;-43.3;72.3;49.77;Pass;No;;0.0;v2.1
SN-2025-0362;Morning;Intel;PCB-I-2025-Y;Sharp;LCD-S-812;FlexConnect;CBL-2024-918;Panasonic;MoldMaster;CoolM-2;26.0;64.2;1028;11.1;38.6;0.82;12;173.3;0.155;Sold_01;250;250.1;2.64;204;13.3;54.4;13.63;57.7;2.38;1.08;419;2;5.4;-50.7;74.8;50.1;Pass;No;;0.0;v2.2
SN-2025-0388;Afternoon;Intel;PCB-I-2025-A;LG;LCD-L-723;Cables-X;CBL-2025-979;LG Chem;MoldMaster;Arctic-5;25.2;39.0;1013;21.8;31.1;1.03;12;163.2;0.159;Sold_01;250;252.7;3.15;4957;11.9;45.8;12.96;41.4;2.39;1.08;354;0;6.86;-44.3;74.0;49.98;Pass;No;;0.0;v2.2
SN-2023-0461;Afternoon;Nvidia;PCB-N-2022-C;LG;LCD-L-265;WireTech;CBL-2022-616;LG Chem;MoldMaster;CoolM-2;22.7;57.4;1025;18.3;27.1;1.01;12;163.6;0.135;Sold_01;250;252.5;4.1;1399;13.1;45.9;14.08;52.0;2.19;1.05;363;0;6.55;-43.1;70.3;49.51;Pass;No;;0.0;v2.2
SN-2024-0599;Afternoon;Intel;PCB-I-2024-B;Sharp;LCD-S-450;Cables-X;CBL-2023-443;LG Chem;MoldMaster;CoolM-2;21.8;42.7;999;20.1;13.3;1.09;12;167.0;0.139;Sold_01;250;253.4;3.61;2057;12.7;51.2;12.63;43.6;2.39;1.09;435;2;8.77;-59.2;73.9;50.4;Pass;No;;0.0;v2.2
SN-2025-0656;Morning;Intel;PCB-I-2024-X;Samsung;LCD-S-971;FlexConnect;CBL-2025-782;Panasonic;Plast-Pro;Arctic-5;24.1;37.4;1014;23.2;35.4;0.8;12;169.2;0.072;Sold_01;250;254.0;4.69;1232;10.5;48.5;12.91;49.3;2.23;1.01;402;0;5.14;-54.2;74.6;50.08;Pass;No;;0.0;v2.1
SN-2024-0481;Morning;AMD;PCB-A-2024-C;Samsung;LCD-S-581;FlexConnect;CBL-2023-397;LG Chem;Plast-Pro;CoolM-2;25.8;36.0;1010;24.0;22.3;1.1;12;177.0;0.163;Sold_02;250;249.8;4.65;3926;12.1;50.3;14.1;52.2;2.33;1.02;423;2;6.74;-54.9;73.4;50.0;Pass;No;;0.0;v2.1
SN-2024-0271;Afternoon;Intel;PCB-I-2023-Y;Samsung;LCD-S-984;Cables-X;CBL-2024-262;LG Chem;MoldMaster;CoolM-2;24.3;43.7;996;16.8;27.2;0.99;12;162.2;0.18;Sold_01;250;248.1;4.72;1064;12.0;49.9;13.92;48.4;2.25;1.07;360;0;6.31;-49.3;71.5;49.98;Rework;No;;0.0;v2.2
SN-2023-0502;Afternoon;Intel;PCB-I-2022-C;LG;LCD-L-240;Cables-X;CBL-2023-248;Panasonic;MoldMaster;Arctic-5;25.2;36.2;1021;15.5;26.7;1.04;12;189.1;0.075;Sold_01;250;250.0;4.4;1644;12.3;55.0;14.32;50.9;2.34;1.02;395;0;7.61;-59.2;74.4;50.45;Pass;Yes;Software Glitch;2112.0;v2.1
SN-2024-0052;Afternoon;Nvidia;PCB-N-2023-X;LG;LCD-L-665;FlexConnect;CBL-2023-314;Panasonic;Plast-Pro;Arctic-5;22.7;52.9;1024;16.3;35.5;1.16;12;167.2;0.185;Sold_01;250;252.3;3.28;3389;14.1;47.6;13.45;56.0;2.38;1.03;368;0;8.56;-54.5;72.4;50.22;Pass;No;;0.0;v2.2
SN-2025-0511;Afternoon;Nvidia;PCB-N-2025-A;Samsung;LCD-S-677;WireTech;CBL-2025-290;LG Chem;Plast-Pro;Arctic-5;24.0;50.6;1013;23.3;11.6;0.8;12;194.7;0.094;Sold_01;250;253.7;4.63;654;13.8;47.9;14.28;56.3;2.16;1.05;425;2;5.15;-44.5;70.5;49.76;Pass;No;;0.0;v2.2
SN-2024-0181;Afternoon;AMD;PCB-A-2024-X;LG;LCD-L-493;WireTech;CBL-2024-598;Panasonic;Plast-Pro;Arctic-5;23.1;35.8;990;19.3;34.6;1.04;12;154.1;0.137;Sold_01;250;253.8;4.62;3355;14.0;48.9;12.69;44.7;2.22;1.1;442;0;5.96;-56.0;73.7;49.61;Pass;No;;0.0;v2.1
SN-2024-0044;Morning;Nvidia;PCB-N-2023-X;Sharp;LCD-S-969;WireTech;CBL-2024-716;LG Chem;Plast-Pro;CoolM-2;23.8;45.0;1029;22.4;22.0;1.17;12;187.7;0.062;Sold_01;250;254.0;4.51;4719;13.5;47.8;12.35;40.4;2.3;1.04;362;0;8.33;-58.0;73.3;50.17;Pass;No;;0.0;v2.1
SN-2023-0540;Afternoon;Intel;PCB-I-2022-C;LG;LCD-L-157;WireTech;CBL-2022-208;LG Chem;MoldMaster;Arctic-5;22.0;61.8;1020;8.8;35.7;1.09;12;193.4;0.134;Sold_01;250;250.2;3.87;973;11.7;45.9;14.29;46.3;2.13;1.07;439;0;8.92;-44.2;73.0;49.67;Pass;No;;0.0;v2.1
SN-2024-0514;Afternoon;Nvidia;PCB-N-2024-A;LG;LCD-L-819;Cables-X;CBL-2023-502;LG Chem;Plast-Pro;CoolM-2;25.8;41.3;1021;20.4;24.0;1.04;12;168.9;0.134;Sold_02;250;252.9;3.17;4233;11.8;50.0;13.29;50.2;2.19;1.08;377;0;5.19;-58.2;74.7;50.24;Pass;No;;0.0;v2.2
SN-2024-0010;Afternoon;Nvidia;PCB-N-2023-C;Sharp;LCD-S-982;Cables-X;CBL-2023-091;Panasonic;Plast-Pro;CoolM-2;21.8;43.1;1027;12.9;30.2;0.92;12;172.7;0.083;Sold_01;250;252.6;3.44;3807;13.0;48.6;13.97;50.0;2.25;1.09;412;0;5.31;-53.0;73.3;49.71;Pass;No;;0.0;v2.1
SN-2025-0575;Morning;Nvidia;PCB-N-2025-Y;Samsung;LCD-S-420;FlexConnect;CBL-2025-700;LG Chem;Plast-Pro;Arctic-5;24.6;42.6;1003;6.0;29.1;1.02;12;162.2;0.149;Sold_01;250;248.3;3.37;4082;13.5;52.2;13.89;52.3;2.12;1.08;425;0;8.89;-51.5;74.9;49.7;Pass;No;;0.0;v2.1
SN-2025-0029;Afternoon;Nvidia;PCB-N-2024-Y;Sharp;LCD-S-141;FlexConnect;CBL-2025-446;Panasonic;Plast-Pro;Arctic-5;21.3;54.6;1024;23.8;36.6;0.93;12;189.0;0.137;Sold_02;250;252.7;4.37;3458;11.4;54.0;13.8;44.5;2.12;1.04;413;0;9.72;-47.5;73.7;49.71;Pass;No;;0.0;v2.1
SN-2024-0458;Morning;Nvidia;PCB-N-2024-B;Sharp;LCD-S-144;FlexConnect;CBL-2023-685;LG Chem;Plast-Pro;Arctic-5;22.0;35.8;1013;11.7;29.3;1.09;12;179.4;0.095;Sold_02;250;254.1;3.14;2310;11.6;45.2;14.26;51.2;2.39;1.03;381;0;8.41;-45.9;71.4;50.31;Pass;No;;0.0;v2.2
SN-2024-0344;Afternoon;Nvidia;PCB-N-2024-A;LG;LCD-L-243;Cables-X;CBL-2023-823;Panasonic;MoldMaster;CoolM-2;24.9;57.1;1003;14.7;26.4;1.07;12;183.9;0.195;Sold_02;250;249.5;2.94;14;11.0;51.2;14.18;59.4;2.21;1.0;445;1;7.35;-43.9;72.3;50.14;Pass;No;;0.0;v2.1
SN-2023-0373;Afternoon;Nvidia;PCB-N-2022-X;LG;LCD-L-909;FlexConnect;CBL-2022-629;Panasonic;Plast-Pro;CoolM-2;21.9;41.0;1002;6.4;15.8;0.98;12;177.3;0.177;Sold_02;250;254.3;3.56;1344;12.5;48.4;14.97;44.9;2.12;1.08;390;1;9.77;-52.6;70.9;50.15;Pass;No;;0.0;v2.1
SN-2023-0668;Afternoon;Intel;PCB-I-2022-X;Samsung;LCD-S-521;FlexConnect;CBL-2023-341;LG Chem;MoldMaster;CoolM-2;22.2;59.5;1022;14.9;21.2;1.0;12;191.2;0.054;Sold_01;250;251.4;3.74;4877;13.5;50.7;13.13;59.7;2.16;1.03;393;0;7.1;-41.4;70.1;50.17;Pass;No;;0.0;v2.1
SN-2025-0182;Afternoon;Nvidia;PCB-N-2025-B;LG;LCD-L-204;WireTech;CBL-2025-465;Panasonic;MoldMaster;CoolM-2;21.8;41.8;992;6.3;27.8;1.15;12;169.8;0.058;Sold_02;250;254.6;2.58;87;11.4;53.3;14.21;51.8;2.27;1.09;402;0;8.86;-41.0;72.4;49.75;Pass;No;;0.0;v2.2
SN-2023-0358;Afternoon;Nvidia;PCB-N-2022-C;LG;LCD-L-759;FlexConnect;CBL-2023-960;LG Chem;MoldMaster;CoolM-2;23.2;43.9;1011;22.2;37.0;1.04;12;187.9;0.103;Sold_01;250;254.6;3.8;3962;10.5;54.8;14.61;59.7;2.25;1.0;378;0;7.93;-55.7;72.7;50.07;Pass;No;;0.0;v2.1
SN-2024-0280;Afternoon;Intel;PCB-I-2023-X;LG;LCD-L-251;FlexConnect;CBL-2024-786;Panasonic;MoldMaster;Arctic-5;21.0;42.1;1027;10.9;34.5;0.95;12;168.6;0.109;Sold_01;250;251.7;4.09;3395;14.9;48.3;12.19;50.5;2.17;1.07;415;0;8.29;-42.8;70.2;50.0;Pass;No;;0.0;v2.1
SN-2024-0096;Afternoon;Nvidia;PCB-N-2024-B;LG;LCD-L-186;WireTech;CBL-2024-283;LG Chem;Plast-Pro;Arctic-5;23.7;51.0;1024;19.1;11.1;1.16;12;174.3;0.103;Sold_01;250;249.0;4.33;2334;10.9;49.0;13.22;43.8;2.4;1.05;363;0;7.2;-56.5;73.4;50.11;Pass;No;;0.0;v2.2
